                                               filename   slit    nx    ny    nz   int  odcid     x1     x2     y1     y2                name
    EUV2003_021_17_15_10_UVIS_C35ST_BRIGHT19001_PRIME_T      2  1024    64    30    60    110      0   1023      0     63             zet ori
    EUV2003_021_17_45_01_UVIS_C35ST_BRIGHT19001_PRIME_T      2  1024     1   600     1     37      0   1023      0     63             zet ori
    EUV2003_021_17_55_24_UVIS_C35ST_BRIGHT19001_PRIME_T      1     1    64   302     1     38      0   1023      0     63             zet ori
    EUV2003_021_18_00_43_UVIS_C35ST_BRIGHT19001_PRIME_T      1  1024     1    82     1     39      0   1023      0     63             zet ori
    EUV2003_021_18_02_06_UVIS_C35ST_BRIGHT19001_PRIME_T      1  1024     1   219     1     39      0   1023      0     63             zet ori
    EUV2003_021_18_06_06_UVIS_C35ST_BRIGHT19001_PRIME_T      0     1    64   302     1     40      0   1023      0     63             zet ori
    EUV2003_021_18_11_25_UVIS_C35ST_BRIGHT19001_PRIME_T      0  1024     1   197     1     41      0   1023      0     63             zet ori
    EUV2003_021_18_14_43_UVIS_C35ST_BRIGHT19001_PRIME_T      0  1024     1   102     1     41      0   1023      0     63             zet ori
    EUV2003_021_18_16_26_UVIS_C35ST_BRIGHT19001_PRIME_T      0  1024     1     1     1     41      0   1023      0     63             zet ori
    EUV2003_021_19_21_10_UVIS_C35ST_BRIGHT19001_PRIME_T      2     1    64   133     1     35      0   1023      0     63             kap ori
    EUV2003_021_19_24_35_UVIS_C35ST_BRIGHT19001_PRIME_T      2     1    64   394     1     35      0   1023      0     63             kap ori
    EUV2003_021_19_32_28_UVIS_C35ST_BRIGHT19001_PRIME_T      2  1024    64    21    60     36      0   1023      0     63             kap ori
    EUV2003_021_19_53_28_UVIS_C35ST_BRIGHT19001_PRIME_T      2  1024    64     9    60     36      0   1023      0     63             kap ori
    EUV2003_021_20_03_20_UVIS_C35ST_BRIGHT19001_PRIME_T      2  1024    64    30    60    110      0   1023      0     63             kap ori
    EUV2003_021_20_33_11_UVIS_C35ST_BRIGHT19001_PRIME_T      2  1024     1   188     1     37      0   1023      0     63             kap ori
    EUV2003_021_20_36_21_UVIS_C35ST_BRIGHT19001_PRIME_T      2  1024     1   302     1     37      0   1023      0     63             kap ori
    EUV2003_021_20_41_25_UVIS_C35ST_BRIGHT19001_PRIME_T      2  1024     1    35     1     37      0   1023      0     63             kap ori
    EUV2003_021_20_42_01_UVIS_C35ST_BRIGHT19001_PRIME_T      2  1024     1    71     1     37      0   1023      0     63             kap ori
    EUV2003_021_20_43_34_UVIS_C35ST_BRIGHT19001_PRIME_T      1     1    64   265     1     38      0   1023      0     63             kap ori
    EUV2003_021_20_48_13_UVIS_C35ST_BRIGHT19001_PRIME_T      1     1    64    23     1     38      0   1023      0     63             kap ori
    EUV2003_021_20_48_53_UVIS_C35ST_BRIGHT19001_PRIME_T      1  1024     1   302     1     39      0   1023      0     63             kap ori
    EUV2003_021_20_54_16_UVIS_C35ST_BRIGHT19001_PRIME_T      0     1    64   302     1     40      0   1023      0     63             kap ori
    EUV2003_021_20_59_35_UVIS_C35ST_BRIGHT19001_PRIME_T      0  1024     1   302     1     41      0   1023      0     63             kap ori
            EUV2003_138_10_50_04_UVIS_C37ST_VEGA001_ISS      0  1024    64     2    45    133      0   1023      0     63             alp lyr
            EUV2003_138_10_53_56_UVIS_C37ST_VEGA001_ISS      1  1024    64     2    45    134      0   1023      0     63             alp lyr
